dteday,season,hr,holiday,workingday,weathersit,casual,registered,cnt,season_cat
2012-01-23,1,20,0,1,2,8,161,169,springer
2012-01-23,1,21,0,1,2,8,112,120,springer
2012-01-23,1,22,0,1,2,4,64,68,springer
2012-01-23,1,23,0,1,2,2,35,37,springer
2012-01-24,1,0,0,1,2,6,19,25,springer
2012-01-24,1,1,0,1,2,2,7,9,springer
2012-01-24,1,2,0,1,2,2,6,8,springer
2012-01-24,1,3,0,1,2,0,3,3,springer
2012-01-24,1,4,0,1,2,0,2,2,springer
2012-01-24,1,5,0,1,2,0,26,26,springer
2012-01-24,1,6,0,1,2,1,88,89,springer
2012-01-24,1,7,0,1,2,11,221,232,springer
2012-01-24,1,8,0,1,2,11,479,490,springer
2012-01-24,1,9,0,1,2,11,244,255,springer
2012-01-24,1,10,0,1,1,23,93,116,springer
2012-01-24,1,11,0,1,1,30,123,153,springer
2012-01-24,1,12,0,1,1,25,150,175,springer
2012-01-24,1,13,0,1,1,33,170,203,springer
2012-01-24,1,14,0,1,1,35,138,173,springer
2012-01-24,1,15,0,1,2,52,156,208,springer
2012-01-24,1,16,0,1,1,35,243,278,springer
2012-01-24,1,17,0,1,1,41,474,515,springer
2012-01-24,1,18,0,1,1,32,391,423,springer
2012-01-24,1,19,0,1,1,20,311,331,springer
2012-01-24,1,20,0,1,1,18,211,229,springer
2012-01-24,1,21,0,1,1,18,154,172,springer
2012-01-24,1,22,0,1,1,14,111,125,springer
2012-01-24,1,23,0,1,1,19,80,99,springer
2012-01-25,1,0,0,1,1,6,25,31,springer
2012-01-25,1,1,0,1,1,4,9,13,springer
2012-01-25,1,2,0,1,1,3,3,6,springer
2012-01-25,1,3,0,1,1,0,1,1,springer
2012-01-25,1,4,0,1,1,0,4,4,springer
2012-01-25,1,5,0,1,1,0,33,33,springer
2012-01-25,1,6,0,1,1,1,87,88,springer
2012-01-25,1,7,0,1,1,14,243,257,springer
2012-01-25,1,8,0,1,1,18,495,513,springer
2012-01-25,1,9,0,1,1,18,218,236,springer
2012-01-25,1,10,0,1,2,30,111,141,springer
2012-01-25,1,11,0,1,2,52,105,157,springer
2012-01-25,1,12,0,1,1,46,147,193,springer
2012-01-25,1,13,0,1,1,63,149,212,springer
2012-01-25,1,14,0,1,1,53,107,160,springer
2012-01-25,1,15,0,1,1,30,125,155,springer
2012-01-25,1,16,0,1,1,29,217,246,springer
2012-01-25,1,17,0,1,1,27,443,470,springer
2012-01-25,1,18,0,1,1,24,415,439,springer
2012-01-25,1,19,0,1,2,5,311,316,springer
2012-01-25,1,20,0,1,1,10,225,235,springer
2012-01-25,1,21,0,1,1,19,166,185,springer
2012-01-25,1,22,0,1,1,12,101,113,springer
2012-01-25,1,23,0,1,2,3,63,66,springer
2012-01-26,1,0,0,1,2,3,22,25,springer
2012-01-26,1,1,0,1,2,5,16,21,springer
2012-01-26,1,2,0,1,2,1,6,7,springer
2012-01-26,1,3,0,1,2,1,5,6,springer
2012-01-26,1,4,0,1,1,0,3,3,springer
2012-01-26,1,5,0,1,2,0,28,28,springer
2012-01-26,1,6,0,1,2,0,88,88,springer
2012-01-26,1,7,0,1,2,11,228,239,springer
2012-01-26,1,8,0,1,2,16,514,530,springer
2012-01-26,1,9,0,1,2,18,256,274,springer
2012-01-26,1,10,0,1,2,16,92,108,springer
2012-01-26,1,11,0,1,2,11,100,111,springer
2012-01-26,1,12,0,1,2,29,136,165,springer
2012-01-26,1,13,0,1,2,17,156,173,springer
2012-01-26,1,14,0,1,2,16,112,128,springer
2012-01-26,1,15,0,1,2,22,142,164,springer
2012-01-26,1,16,0,1,2,15,209,224,springer
2012-01-26,1,17,0,1,2,16,397,413,springer
2012-01-26,1,18,0,1,2,12,394,406,springer
2012-01-26,1,19,0,1,2,11,302,313,springer
2012-01-26,1,20,0,1,2,8,216,224,springer
2012-01-26,1,21,0,1,2,8,184,192,springer
2012-01-26,1,22,0,1,1,3,139,142,springer
2012-01-26,1,23,0,1,2,5,86,91,springer
2012-01-27,1,0,0,1,2,6,32,38,springer
2012-01-27,1,1,0,1,2,6,23,29,springer
2012-01-27,1,2,0,1,1,2,11,13,springer
2012-01-27,1,3,0,1,2,3,5,8,springer
2012-01-27,1,4,0,1,2,1,3,4,springer
2012-01-27,1,5,0,1,2,0,24,24,springer
2012-01-27,1,6,0,1,2,0,72,72,springer
2012-01-27,1,7,0,1,2,6,128,134,springer
2012-01-27,1,8,0,1,3,14,206,220,springer
2012-01-27,1,9,0,1,3,6,101,107,springer
2012-01-27,1,10,0,1,3,9,117,126,springer
2012-01-27,1,11,0,1,2,10,95,105,springer
2012-01-27,1,12,0,1,2,25,155,180,springer
2012-01-27,1,13,0,1,1,26,175,201,springer
2012-01-27,1,14,0,1,1,23,153,176,springer
2012-01-27,1,15,0,1,1,27,170,197,springer
2012-01-27,1,16,0,1,1,26,241,267,springer
2012-01-27,1,17,0,1,1,16,406,422,springer
2012-01-27,1,18,0,1,1,20,363,383,springer
2012-01-27,1,19,0,1,1,10,241,251,springer
2012-01-27,1,20,0,1,1,6,153,159,springer
2012-01-27,1,21,0,1,1,8,127,135,springer
2012-01-27,1,22,0,1,1,11,108,119,springer
2012-01-27,1,23,0,1,1,8,78,86,springer
2012-01-28,1,0,0,0,1,1,68,69,springer
2012-01-28,1,1,0,0,1,1,57,58,springer
2012-01-28,1,2,0,0,1,3,38,41,springer
2012-01-28,1,3,0,0,1,1,16,17,springer
2012-01-28,1,4,0,0,1,0,8,8,springer
2012-01-28,1,5,0,0,1,0,10,10,springer
2012-01-28,1,6,0,0,1,3,12,15,springer
2012-01-28,1,7,0,0,1,3,28,31,springer
2012-01-28,1,8,0,0,1,9,82,91,springer
2012-01-28,1,9,0,0,1,13,145,158,springer
2012-01-28,1,10,0,0,1,27,164,191,springer
2012-01-28,1,11,0,0,1,55,241,296,springer
2012-01-28,1,12,0,0,1,70,244,314,springer
2012-01-28,1,13,0,0,1,80,293,373,springer
2012-01-28,1,14,0,0,1,123,239,362,springer
2012-01-28,1,15,0,0,1,90,320,410,springer
2012-01-28,1,16,0,0,1,131,276,407,springer
2012-01-28,1,17,0,0,1,57,233,290,springer
2012-01-28,1,18,0,0,1,40,201,241,springer
2012-01-28,1,19,0,0,2,33,173,206,springer
2012-01-28,1,20,0,0,1,5,115,120,springer
2012-01-28,1,21,0,0,1,18,109,127,springer
2012-01-28,1,22,0,0,1,6,97,103,springer
2012-01-28,1,23,0,0,1,6,79,85,springer
2012-01-29,1,0,0,0,1,15,81,96,springer
2012-01-29,1,1,0,0,1,5,68,73,springer
2012-01-29,1,2,0,0,1,3,48,51,springer
2012-01-29,1,3,0,0,1,4,17,21,springer
2012-01-29,1,4,0,0,1,0,5,5,springer
2012-01-29,1,5,0,0,1,1,6,7,springer
2012-01-29,1,6,0,0,1,1,4,5,springer
2012-01-29,1,7,0,0,1,0,12,12,springer
2012-01-29,1,8,0,0,1,9,61,70,springer
2012-01-29,1,9,0,0,1,13,98,111,springer
2012-01-29,1,10,0,0,1,38,153,191,springer
2012-01-29,1,11,0,0,1,57,198,255,springer
2012-01-29,1,12,0,0,1,73,215,288,springer
2012-01-29,1,13,0,0,1,78,238,316,springer
2012-01-29,1,14,0,0,1,51,229,280,springer
2012-01-29,1,15,0,0,1,68,242,310,springer
2012-01-29,1,16,0,0,1,54,268,322,springer
2012-01-29,1,17,0,0,1,33,201,234,springer
2012-01-29,1,18,0,0,1,17,151,168,springer
2012-01-29,1,19,0,0,1,14,145,159,springer
2012-01-29,1,20,0,0,1,13,98,111,springer
2012-01-29,1,21,0,0,1,0,69,69,springer
2012-01-29,1,22,0,0,1,7,57,64,springer
2012-01-29,1,23,0,0,1,4,21,25,springer
2012-01-30,1,0,0,1,2,0,10,10,springer
2012-01-30,1,1,0,1,1,0,9,9,springer
2012-01-30,1,2,0,1,1,1,6,7,springer
2012-01-30,1,3,0,1,1,0,4,4,springer
2012-01-30,1,4,0,1,1,0,5,5,springer
2012-01-30,1,5,0,1,1,0,26,26,springer
2012-01-30,1,6,0,1,1,0,80,80,springer
2012-01-30,1,7,0,1,1,4,221,225,springer
2012-01-30,1,8,0,1,1,12,481,493,springer
2012-01-30,1,9,0,1,1,5,193,198,springer
2012-01-30,1,10,0,1,1,3,82,85,springer
2012-01-30,1,11,0,1,1,6,93,99,springer
2012-01-30,1,12,0,1,1,5,129,134,springer
2012-01-30,1,13,0,1,1,15,117,132,springer
2012-01-30,1,14,0,1,1,15,100,115,springer
2012-01-30,1,15,0,1,1,7,131,138,springer
2012-01-30,1,16,0,1,1,11,210,221,springer
2012-01-30,1,17,0,1,1,16,422,438,springer
2012-01-30,1,18,0,1,1,11,399,410,springer
2012-01-30,1,19,0,1,1,8,298,306,springer
2012-01-30,1,20,0,1,1,2,179,181,springer
2012-01-30,1,21,0,1,1,3,159,162,springer
2012-01-30,1,22,0,1,1,2,92,94,springer
2012-01-30,1,23,0,1,1,0,52,52,springer
2012-01-31,1,0,0,1,1,0,15,15,springer
2012-01-31,1,1,0,1,1,1,7,8,springer
2012-01-31,1,2,0,1,1,0,2,2,springer
2012-01-31,1,3,0,1,1,0,2,2,springer
2012-01-31,1,4,0,1,1,0,1,1,springer
2012-01-31,1,5,0,1,1,0,22,22,springer
2012-01-31,1,6,0,1,1,0,104,104,springer
2012-01-31,1,7,0,1,1,6,273,279,springer
2012-01-31,1,8,0,1,1,14,498,512,springer
2012-01-31,1,9,0,1,1,30,231,261,springer
2012-01-31,1,10,0,1,2,34,110,144,springer
2012-01-31,1,11,0,1,1,14,125,139,springer
2012-01-31,1,12,0,1,1,13,181,194,springer
2012-01-31,1,13,0,1,1,27,171,198,springer
2012-01-31,1,14,0,1,1,18,142,160,springer
2012-01-31,1,15,0,1,1,27,150,177,springer
2012-01-31,1,16,0,1,1,30,277,307,springer
2012-01-31,1,17,0,1,1,41,518,559,springer
2012-01-31,1,18,0,1,1,16,486,502,springer
2012-01-31,1,19,0,1,1,22,306,328,springer
2012-01-31,1,20,0,1,1,15,223,238,springer
2012-01-31,1,21,0,1,1,3,162,165,springer
2012-01-31,1,22,0,1,1,11,118,129,springer
2012-01-31,1,23,0,1,1,2,61,63,springer
2012-02-01,1,0,0,1,1,0,31,31,springer
2012-02-01,1,1,0,1,1,0,4,4,springer
2012-02-01,1,2,0,1,1,1,6,7,springer
2012-02-01,1,3,0,1,1,0,3,3,springer
2012-02-01,1,4,0,1,1,0,1,1,springer
2012-02-01,1,5,0,1,1,0,18,18,springer
2012-02-01,1,6,0,1,3,0,67,67,springer
2012-02-01,1,7,0,1,3,7,201,208,springer
2012-02-01,1,8,0,1,3,15,505,520,springer
2012-02-01,1,9,0,1,2,9,267,276,springer
2012-02-01,1,10,0,1,1,9,124,133,springer
2012-02-01,1,11,0,1,1,27,116,143,springer
2012-02-01,1,12,0,1,1,26,153,179,springer
2012-02-01,1,13,0,1,1,12,174,186,springer
2012-02-01,1,14,0,1,1,33,159,192,springer
2012-02-01,1,15,0,1,1,25,169,194,springer
2012-02-01,1,16,0,1,1,22,261,283,springer
2012-02-01,1,17,0,1,1,31,508,539,springer
2012-02-01,1,18,0,1,1,12,514,526,springer
2012-02-01,1,19,0,1,1,20,315,335,springer
2012-02-01,1,20,0,1,1,10,254,264,springer
2012-02-01,1,21,0,1,1,16,217,233,springer
2012-02-01,1,22,0,1,1,7,133,140,springer
2012-02-01,1,23,0,1,1,22,75,97,springer
2012-02-02,1,0,0,1,1,7,24,31,springer
2012-02-02,1,1,0,1,2,3,14,17,springer
2012-02-02,1,2,0,1,2,2,7,9,springer
2012-02-02,1,3,0,1,2,0,2,2,springer
2012-02-02,1,4,0,1,3,0,1,1,springer
2012-02-02,1,5,0,1,3,0,19,19,springer
2012-02-02,1,6,0,1,3,1,73,74,springer
2012-02-02,1,7,0,1,3,4,201,205,springer
2012-02-02,1,8,0,1,3,9,436,445,springer
2012-02-02,1,9,0,1,3,15,213,228,springer
2012-02-02,1,10,0,1,3,6,72,78,springer
2012-02-02,1,11,0,1,3,6,99,105,springer
2012-02-02,1,12,0,1,1,8,140,148,springer
2012-02-02,1,13,0,1,2,13,124,137,springer
2012-02-02,1,14,0,1,1,12,129,141,springer
2012-02-02,1,15,0,1,1,24,150,174,springer
2012-02-02,1,16,0,1,1,18,211,229,springer
2012-02-02,1,17,0,1,1,13,437,450,springer
2012-02-02,1,18,0,1,1,17,393,410,springer
2012-02-02,1,19,0,1,1,16,311,327,springer
2012-02-02,1,20,0,1,1,9,204,213,springer
2012-02-02,1,21,0,1,1,4,144,148,springer
2012-02-02,1,22,0,1,1,3,106,109,springer
2012-02-02,1,23,0,1,1,0,61,61,springer
2012-02-03,1,0,0,1,1,1,37,38,springer
2012-02-03,1,1,0,1,1,3,19,22,springer
2012-02-03,1,2,0,1,1,0,6,6,springer
2012-02-03,1,3,0,1,1,0,4,4,springer
2012-02-03,1,4,0,1,1,0,2,2,springer
2012-02-03,1,5,0,1,1,0,17,17,springer
2012-02-03,1,6,0,1,1,0,88,88,springer
2012-02-03,1,7,0,1,1,10,216,226,springer
2012-02-03,1,8,0,1,1,12,429,441,springer
2012-02-03,1,9,0,1,1,18,252,270,springer
2012-02-03,1,10,0,1,1,15,114,129,springer
2012-02-03,1,11,0,1,1,15,149,164,springer
2012-02-03,1,12,0,1,1,25,191,216,springer
2012-02-03,1,13,0,1,1,25,173,198,springer
2012-02-03,1,14,0,1,1,22,148,170,springer
2012-02-03,1,15,0,1,1,48,168,216,springer
2012-02-03,1,16,0,1,1,36,275,311,springer
2012-02-03,1,17,0,1,1,30,458,488,springer
2012-02-03,1,18,0,1,1,17,368,385,springer
2012-02-03,1,19,0,1,1,11,256,267,springer
2012-02-03,1,20,0,1,1,8,155,163,springer
2012-02-03,1,21,0,1,1,8,126,134,springer
2012-02-03,1,22,0,1,1,3,116,119,springer
2012-02-03,1,23,0,1,1,3,74,77,springer
2012-02-04,1,0,0,0,1,10,76,86,springer
2012-02-04,1,1,0,0,1,0,43,43,springer
2012-02-04,1,2,0,0,1,6,38,44,springer
2012-02-04,1,3,0,0,1,1,17,18,springer
2012-02-04,1,4,0,0,1,1,5,6,springer
2012-02-04,1,5,0,0,1,1,3,4,springer
2012-02-04,1,6,0,0,1,1,4,5,springer
2012-02-04,1,7,0,0,2,1,27,28,springer
2012-02-04,1,8,0,0,1,4,86,90,springer
2012-02-04,1,9,0,0,1,16,141,157,springer
2012-02-04,1,10,0,0,1,31,193,224,springer
2012-02-04,1,11,0,0,1,46,224,270,springer
2012-02-04,1,12,0,0,2,40,260,300,springer
2012-02-04,1,13,0,0,2,58,244,302,springer
2012-02-04,1,14,0,0,2,47,229,276,springer
2012-02-04,1,15,0,0,2,61,244,305,springer
2012-02-04,1,16,0,0,2,20,123,143,springer
2012-02-04,1,17,0,0,3,13,54,67,springer
2012-02-04,1,18,0,0,3,6,58,64,springer
2012-02-04,1,19,0,0,3,5,75,80,springer
2012-02-04,1,20,0,0,3,4,73,77,springer
2012-02-04,1,21,0,0,3,4,74,78,springer
2012-02-04,1,22,0,0,2,4,91,95,springer
2012-02-04,1,23,0,0,2,4,66,70,springer
2012-02-05,1,0,0,0,2,3,58,61,springer
2012-02-05,1,1,0,0,2,5,46,51,springer
2012-02-05,1,2,0,0,2,4,59,63,springer
2012-02-05,1,3,0,0,3,4,13,17,springer
2012-02-05,1,4,0,0,2,0,9,9,springer
2012-02-05,1,5,0,0,3,0,4,4,springer
2012-02-05,1,6,0,0,2,0,4,4,springer
2012-02-05,1,7,0,0,2,0,16,16,springer
2012-02-05,1,8,0,0,2,4,58,62,springer
2012-02-05,1,9,0,0,2,9,83,92,springer
2012-02-05,1,10,0,0,2,10,138,148,springer
2012-02-05,1,11,0,0,2,22,160,182,springer
2012-02-05,1,12,0,0,2,25,223,248,springer
2012-02-05,1,13,0,0,2,33,241,274,springer
2012-02-05,1,14,0,0,1,40,203,243,springer
2012-02-05,1,15,0,0,2,55,217,272,springer
2012-02-05,1,16,0,0,1,35,261,296,springer
2012-02-05,1,17,0,0,1,31,275,306,springer
2012-02-05,1,18,0,0,1,10,171,181,springer
2012-02-05,1,19,0,0,1,6,63,69,springer
2012-02-05,1,20,0,0,1,3,47,50,springer
2012-02-05,1,21,0,0,1,6,60,66,springer
2012-02-05,1,22,0,0,1,9,182,191,springer
2012-02-05,1,23,0,0,1,4,38,42,springer
2012-02-06,1,0,0,1,1,7,14,21,springer
2012-02-06,1,1,0,1,1,0,6,6,springer
2012-02-06,1,2,0,1,1,0,3,3,springer
2012-02-06,1,4,0,1,1,0,2,2,springer
2012-02-06,1,5,0,1,1,0,17,17,springer
2012-02-06,1,6,0,1,1,0,72,72,springer
2012-02-06,1,7,0,1,1,5,229,234,springer
2012-02-06,1,8,0,1,1,10,434,444,springer
2012-02-06,1,9,0,1,1,8,269,277,springer
2012-02-06,1,10,0,1,1,20,96,116,springer
2012-02-06,1,11,0,1,1,12,104,116,springer
2012-02-06,1,12,0,1,1,19,131,150,springer
2012-02-06,1,13,0,1,1,17,124,141,springer
2012-02-06,1,14,0,1,1,14,126,140,springer
2012-02-06,1,15,0,1,1,25,146,171,springer
2012-02-06,1,16,0,1,1,13,215,228,springer
2012-02-06,1,17,0,1,1,13,417,430,springer
2012-02-06,1,18,0,1,1,11,426,437,springer
2012-02-06,1,19,0,1,1,7,284,291,springer
2012-02-06,1,20,0,1,1,7,194,201,springer
2012-02-06,1,21,0,1,1,11,143,154,springer
2012-02-06,1,22,0,1,1,4,83,87,springer
2012-02-06,1,23,0,1,1,3,43,46,springer
2012-02-07,1,0,0,1,1,1,22,23,springer
2012-02-07,1,1,0,1,1,8,6,14,springer
2012-02-07,1,2,0,1,1,0,4,4,springer
2012-02-07,1,3,0,1,2,1,1,2,springer
2012-02-07,1,4,0,1,2,0,3,3,springer
2012-02-07,1,5,0,1,1,0,15,15,springer
2012-02-07,1,6,0,1,1,2,98,100,springer
2012-02-07,1,7,0,1,1,6,293,299,springer
2012-02-07,1,8,0,1,1,7,522,529,springer
2012-02-07,1,9,0,1,1,11,278,289,springer
2012-02-07,1,10,0,1,1,12,104,116,springer
2012-02-07,1,11,0,1,1,9,120,129,springer
2012-02-07,1,12,0,1,1,9,163,172,springer
2012-02-07,1,13,0,1,1,15,169,184,springer
2012-02-07,1,14,0,1,1,11,127,138,springer
2012-02-07,1,15,0,1,1,13,133,146,springer
2012-02-07,1,16,0,1,1,19,257,276,springer
2012-02-07,1,17,0,1,1,15,494,509,springer
2012-02-07,1,18,0,1,1,10,508,518,springer
2012-02-07,1,19,0,1,1,11,327,338,springer
2012-02-07,1,20,0,1,1,6,206,212,springer
2012-02-07,1,21,0,1,1,20,170,190,springer
2012-02-07,1,22,0,1,1,11,107,118,springer
2012-02-07,1,23,0,1,1,2,49,51,springer
2012-02-08,1,0,0,1,1,2,21,23,springer
2012-02-08,1,1,0,1,1,1,9,10,springer
2012-02-08,1,2,0,1,1,0,1,1,springer
2012-02-08,1,3,0,1,1,0,1,1,springer
2012-02-08,1,4,0,1,1,0,1,1,springer
2012-02-08,1,5,0,1,1,0,20,20,springer
2012-02-08,1,6,0,1,2,3,95,98,springer
2012-02-08,1,7,0,1,2,5,276,281,springer
2012-02-08,1,8,0,1,2,13,495,508,springer
2012-02-08,1,9,0,1,2,8,245,253,springer
2012-02-08,1,10,0,1,2,1,107,108,springer
2012-02-08,1,11,0,1,2,5,97,102,springer
2012-02-08,1,12,0,1,2,14,124,138,springer
2012-02-08,1,13,0,1,2,15,111,126,springer
2012-02-08,1,14,0,1,2,8,100,108,springer
2012-02-08,1,15,0,1,3,5,49,54,springer
2012-02-08,1,16,0,1,3,2,73,75,springer
2012-02-08,1,17,0,1,3,8,147,155,springer
2012-02-08,1,18,0,1,3,4,163,167,springer
2012-02-08,1,19,0,1,3,3,158,161,springer
2012-02-08,1,20,0,1,3,3,122,125,springer
2012-02-08,1,21,0,1,3,3,126,129,springer
2012-02-08,1,22,0,1,2,3,95,98,springer
2012-02-08,1,23,0,1,2,3,57,60,springer
2012-02-09,1,0,0,1,2,3,23,26,springer
2012-02-09,1,1,0,1,2,2,10,12,springer
2012-02-09,1,2,0,1,1,0,2,2,springer
2012-02-09,1,3,0,1,1,0,4,4,springer
2012-02-09,1,4,0,1,2,0,1,1,springer
2012-02-09,1,5,0,1,1,0,18,18,springer
2012-02-09,1,6,0,1,1,1,75,76,springer
2012-02-09,1,7,0,1,1,4,263,267,springer
2012-02-09,1,8,0,1,1,11,473,484,springer
2012-02-09,1,9,0,1,1,9,229,238,springer
2012-02-09,1,10,0,1,1,7,90,97,springer
2012-02-09,1,11,0,1,1,4,95,99,springer
2012-02-09,1,12,0,1,1,10,148,158,springer
2012-02-09,1,13,0,1,1,10,144,154,springer
2012-02-09,1,14,0,1,1,18,126,144,springer
2012-02-09,1,15,0,1,1,14,120,134,springer
2012-02-09,1,16,0,1,1,15,223,238,springer
2012-02-09,1,17,0,1,1,12,387,399,springer
2012-02-09,1,18,0,1,1,13,404,417,springer
2012-02-09,1,19,0,1,1,8,287,295,springer
2012-02-09,1,20,0,1,1,2,197,199,springer
2012-02-09,1,21,0,1,1,8,169,177,springer
2012-02-09,1,22,0,1,2,3,104,107,springer
2012-02-09,1,23,0,1,2,9,75,84,springer
2012-02-10,1,0,0,1,2,4,39,43,springer
2012-02-10,1,1,0,1,2,2,11,13,springer
2012-02-10,1,2,0,1,1,7,9,16,springer
2012-02-10,1,3,0,1,1,0,5,5,springer
2012-02-10,1,4,0,1,1,0,2,2,springer
2012-02-10,1,5,0,1,1,0,17,17,springer
2012-02-10,1,6,0,1,1,3,61,64,springer
2012-02-10,1,7,0,1,1,5,225,230,springer
2012-02-10,1,8,0,1,1,1,447,448,springer
2012-02-10,1,9,0,1,1,10,265,275,springer
2012-02-10,1,10,0,1,2,5,119,124,springer
2012-02-10,1,11,0,1,2,19,134,153,springer
2012-02-10,1,12,0,1,2,8,168,176,springer
2012-02-10,1,13,0,1,2,22,170,192,springer
2012-02-10,1,14,0,1,2,8,138,146,springer
2012-02-10,1,15,0,1,2,27,164,191,springer
2012-02-10,1,16,0,1,2,28,240,268,springer
2012-02-10,1,17,0,1,2,15,381,396,springer
2012-02-10,1,18,0,1,3,14,345,359,springer
2012-02-10,1,19,0,1,2,16,246,262,springer
2012-02-10,1,20,0,1,2,7,144,151,springer
2012-02-10,1,21,0,1,2,14,108,122,springer
2012-02-10,1,22,0,1,2,11,102,113,springer
2012-02-10,1,23,0,1,2,1,64,65,springer
2012-02-11,1,0,0,0,2,3,50,53,springer
2012-02-11,1,1,0,0,3,2,43,45,springer
2012-02-11,1,2,0,0,3,2,24,26,springer
2012-02-11,1,3,0,0,3,0,9,9,springer
2012-02-11,1,4,0,0,3,0,4,4,springer
2012-02-11,1,5,0,0,3,0,2,2,springer
2012-02-11,1,6,0,0,3,1,8,9,springer
2012-02-11,1,7,0,0,3,0,19,19,springer
2012-02-11,1,8,0,0,3,1,77,78,springer
2012-02-11,1,9,0,0,3,5,85,90,springer
2012-02-11,1,10,0,0,3,23,143,166,springer
2012-02-11,1,11,0,0,2,26,157,183,springer
2012-02-11,1,12,0,0,2,25,196,221,springer
2012-02-11,1,13,0,0,2,18,217,235,springer
2012-02-11,1,14,0,0,2,38,205,243,springer
2012-02-11,1,15,0,0,2,12,112,124,springer
2012-02-11,1,16,0,0,3,12,134,146,springer
2012-02-11,1,17,0,0,3,13,131,144,springer
2012-02-11,1,18,0,0,2,3,105,108,springer
2012-02-11,1,19,0,0,2,2,85,87,springer
2012-02-11,1,20,0,0,2,1,62,63,springer
2012-02-11,1,21,0,0,1,5,43,48,springer
2012-02-11,1,22,0,0,2,0,46,46,springer
2012-02-11,1,23,0,0,3,0,20,20,springer
2012-02-12,1,0,0,0,3,0,21,21,springer
2012-02-12,1,1,0,0,3,0,24,24,springer
2012-02-12,1,2,0,0,2,1,26,27,springer
2012-02-12,1,3,0,0,2,0,14,14,springer
2012-02-12,1,4,0,0,2,0,1,1,springer
2012-02-12,1,5,0,0,1,0,3,3,springer
2012-02-12,1,6,0,0,1,0,2,2,springer
2012-02-12,1,7,0,0,1,0,18,18,springer
2012-02-12,1,8,0,0,1,0,26,26,springer
2012-02-12,1,9,0,0,1,3,60,63,springer
2012-02-12,1,10,0,0,1,8,83,91,springer
2012-02-12,1,11,0,0,1,3,121,124,springer
2012-02-12,1,12,0,0,1,7,133,140,springer
2012-02-12,1,13,0,0,1,10,128,138,springer
2012-02-12,1,14,0,0,1,9,102,111,springer
2012-02-12,1,15,0,0,1,5,150,155,springer
2012-02-12,1,16,0,0,1,16,148,164,springer
2012-02-12,1,17,0,0,1,4,83,87,springer
2012-02-12,1,18,0,0,1,4,92,96,springer
2012-02-12,1,19,0,0,1,2,78,80,springer
2012-02-12,1,20,0,0,1,1,56,57,springer
2012-02-12,1,21,0,0,1,0,36,36,springer
2012-02-12,1,22,0,0,1,0,28,28,springer
2012-02-12,1,23,0,0,1,0,23,23,springer
2012-02-13,1,0,0,1,1,0,9,9,springer
2012-02-13,1,1,0,1,1,0,6,6,springer
2012-02-13,1,2,0,1,1,0,4,4,springer
2012-02-13,1,3,0,1,1,0,1,1,springer
2012-02-13,1,4,0,1,1,0,2,2,springer
2012-02-13,1,5,0,1,1,0,17,17,springer
2012-02-13,1,6,0,1,1,1,71,72,springer
2012-02-13,1,7,0,1,1,1,194,195,springer
2012-02-13,1,8,0,1,1,4,413,417,springer
2012-02-13,1,9,0,1,1,7,198,205,springer
2012-02-13,1,10,0,1,1,1,70,71,springer
2012-02-13,1,11,0,1,1,5,85,90,springer
2012-02-13,1,12,0,1,1,7,111,118,springer
2012-02-13,1,13,0,1,1,11,129,140,springer
2012-02-13,1,14,0,1,1,10,125,135,springer
2012-02-13,1,15,0,1,1,10,145,155,springer
2012-02-13,1,16,0,1,1,5,206,211,springer
2012-02-13,1,17,0,1,1,8,399,407,springer
2012-02-13,1,18,0,1,1,6,399,405,springer
2012-02-13,1,19,0,1,1,7,256,263,springer
2012-02-13,1,20,0,1,1,4,210,214,springer
2012-02-13,1,21,0,1,1,2,145,147,springer
2012-02-13,1,22,0,1,1,3,99,102,springer
2012-02-13,1,23,0,1,1,2,34,36,springer
2012-02-14,1,0,0,1,2,0,14,14,springer
2012-02-14,1,1,0,1,2,0,6,6,springer
2012-02-14,1,2,0,1,2,0,3,3,springer
2012-02-14,1,3,0,1,2,0,3,3,springer
2012-02-14,1,4,0,1,2,0,2,2,springer
2012-02-14,1,5,0,1,2,2,20,22,springer
2012-02-14,1,6,0,1,2,1,89,90,springer
2012-02-14,1,7,0,1,2,4,276,280,springer
2012-02-14,1,8,0,1,2,3,510,513,springer
2012-02-14,1,9,0,1,2,6,256,262,springer
2012-02-14,1,10,0,1,2,8,90,98,springer
2012-02-14,1,11,0,1,2,5,107,112,springer
2012-02-14,1,12,0,1,2,10,162,172,springer
2012-02-14,1,13,0,1,2,6,167,173,springer
2012-02-14,1,14,0,1,1,13,111,124,springer
2012-02-14,1,15,0,1,2,7,138,145,springer
2012-02-14,1,16,0,1,1,15,251,266,springer
2012-02-14,1,17,0,1,1,19,504,523,springer
2012-02-14,1,18,0,1,2,8,398,406,springer
2012-02-14,1,19,0,1,2,11,270,281,springer
2012-02-14,1,20,0,1,2,6,178,184,springer
2012-02-14,1,21,0,1,2,4,105,109,springer
2012-02-14,1,22,0,1,2,5,72,77,springer
2012-02-14,1,23,0,1,2,2,55,57,springer
2012-02-15,1,0,0,1,1,0,22,22,springer
2012-02-15,1,1,0,1,1,0,5,5,springer
2012-02-15,1,2,0,1,1,0,4,4,springer
2012-02-15,1,3,0,1,1,0,3,3,springer
2012-02-15,1,4,0,1,1,0,1,1,springer
2012-02-15,1,5,0,1,1,0,25,25,springer
